District,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Households,Households_Rural,Households_Urban,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Latrine,Households_Urban_Latrine,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
Sahibganj,Urban,100,46.5,7.8,54.3,260993.0,223450.0,37543.0,0.0,0.465,0.0,0.078,0.0,0.543,121333.34999999998,20385.849
Pakur,Rural,100,59.9,7.1,7.3,217175.0,200588.0,16587.0,0.599,0.0,0.071,0.0,0.073,0.0,14642.923999999999,1210.8509999999999
Pakur,Total,100,59.0,7.0,10.2,217175.0,200588.0,16587.0,0.0,0.0,0.0,0.0,0.0,0.0,20459.976,1691.8739999999998
Pakur,Urban,100,46.7,5.7,46.5,217175.0,200588.0,16587.0,0.0,0.467,0.0,0.057,0.0,0.465,93273.42,7712.955000000001
Dhanbad,Rural,100,52.2,4.7,12.2,664219.0,258764.0,405455.0,0.522,0.0,0.047,0.0,0.122,0.0,31569.208,49465.51
Dhanbad,Total,100,47.7,4.2,39.8,664219.0,258764.0,405455.0,0.0,0.0,0.0,0.0,0.0,0.0,102988.07199999999,161371.09
Dhanbad,Urban,100,44.5,3.9,59.3,664219.0,258764.0,405455.0,0.0,0.445,0.0,0.039,0.0,0.593,153447.052,240434.815
Bokaro,Rural,100,50.3,4.1,6.6,508764.0,250312.0,258452.0,0.503,0.0,0.040999999999999995,0.0,0.066,0.0,16520.592,17057.832000000002
Bokaro,Total,100,43.8,3.6,33.5,508764.0,250312.0,258452.0,0.0,0.0,0.0,0.0,0.0,0.0,83854.52,86581.42
Bokaro,Urban,100,36.7,3.2,62.7,508764.0,250312.0,258452.0,0.0,0.36700000000000005,0.0,0.032,0.0,0.627,156945.624,162049.404
Lohardaga,Rural,100,62.5,2.8,7.3,111484.0,342068.83946488297,14725.0,0.625,0.0,0.027999999999999997,0.0,0.073,0.0,24971.025280936454,1074.925
Lohardaga,Total,100,59.3,3.0,14.9,111484.0,342068.83946488297,14725.0,0.0,0.0,0.0,0.0,0.0,0.0,50968.25708026756,2194.025
Lohardaga,Urban,100,36.2,4.4,70.5,111484.0,342068.83946488297,14725.0,0.0,0.36200000000000004,0.0,0.044000000000000004,0.0,0.705,241158.5318227425,10381.125
Purbi Singhbhum,Rural,100,51.0,5.8,13.6,604663.0,262537.0,342126.0,0.51,0.0,0.057999999999999996,0.0,0.136,0.0,35705.032,46529.136000000006
Purbi Singhbhum,Total,100,37.4,3.9,49.9,604663.0,262537.0,342126.0,0.0,0.0,0.0,0.0,0.0,0.0,131005.963,170720.874
Purbi Singhbhum,Urban,100,25.8,2.3,80.7,604663.0,262537.0,342126.0,0.0,0.258,0.0,0.023,0.0,0.807,211867.35900000003,276095.68200000003
Palamu,Rural,100,62.8,6.3,7.4,407904.0,355529.0,52375.0,0.628,0.0,0.063,0.0,0.07400000000000001,0.0,26309.146000000004,3875.7500000000005
Palamu,Total,100,60.3,6.2,13.1,407904.0,355529.0,52375.0,0.0,0.0,0.0,0.0,0.0,0.0,46574.299,6861.125
Palamu,Urban,100,40.1,5.4,58.3,407904.0,355529.0,52375.0,0.0,0.401,0.0,0.054000000000000006,0.0,0.583,207273.40699999998,30534.624999999996
Latehar,Rural,100,58.0,2.2,7.2,160514.0,146377.0,14137.0,0.58,0.0,0.022000000000000002,0.0,0.07200000000000001,0.0,10539.144000000002,1017.8640000000001
Latehar,Total,100,56.7,2.4,10.8,160514.0,146377.0,14137.0,0.0,0.0,0.0,0.0,0.0,0.0,15808.716000000002,1526.7960000000003
Latehar,Urban,100,40.6,5.0,55.8,160514.0,146377.0,14137.0,0.0,0.406,0.0,0.05,0.0,0.5579999999999999,81678.366,7888.445999999999
Hazaribagh,Rural,100,48.5,3.3,9.3,381748.0,312983.0,68765.0,0.485,0.0,0.033,0.0,0.09300000000000001,0.0,29107.419000000005,6395.145000000001
Hazaribagh,Total,100,46.1,3.3,19.6,381748.0,312983.0,68765.0,0.0,0.0,0.0,0.0,0.0,0.0,61344.668000000005,13477.94
Hazaribagh,Urban,100,33.1,3.0,73.5,381748.0,312983.0,68765.0,0.0,0.331,0.0,0.03,0.0,0.735,230042.505,50542.275
Ramgarh,Rural,100,50.1,3.8,11.0,252625.0,134067.0,118558.0,0.501,0.0,0.038,0.0,0.11,0.0,14747.37,13041.38
Ramgarh,Total,100,45.5,3.7,32.9,252625.0,134067.0,118558.0,0.0,0.0,0.0,0.0,0.0,0.0,44108.043,39005.581999999995
Ramgarh,Urban,100,39.8,3.6,60.0,252625.0,134067.0,118558.0,0.0,0.39799999999999996,0.0,0.036000000000000004,0.0,0.6,80440.2,71134.8
Dumka,Rural,100,63.9,6.0,6.2,326978.0,303697.0,23281.0,0.639,0.0,0.06,0.0,0.062000000000000006,0.0,18829.214,1443.422
Dumka,Total,100,62.0,5.9,9.8,326978.0,303697.0,23281.0,0.0,0.0,0.0,0.0,0.0,0.0,29762.306,2281.538
Dumka,Urban,100,33.5,5.0,64.2,326978.0,303697.0,23281.0,0.0,0.335,0.0,0.05,0.0,0.642,194973.47400000002,14946.402
Jamtara,Rural,100,62.6,4.9,4.4,185668.0,165555.0,20113.0,0.626,0.0,0.049,0.0,0.044000000000000004,0.0,7284.420000000001,884.9720000000001
Jamtara,Total,100,59.8,4.7,9.8,185668.0,165555.0,20113.0,0.0,0.0,0.0,0.0,0.0,0.0,16224.390000000001,1971.074
Jamtara,Urban,100,33.5,3.3,60.1,185668.0,165555.0,20113.0,0.0,0.335,0.0,0.033,0.0,0.601,99498.555,12087.913
Ranchi,Rural,100,55.0,3.0,13.2,730982.0,420739.99999999994,310242.0,0.55,0.0,0.03,0.0,0.132,0.0,55537.67999999999,40951.944
Ranchi,Total,100,45.2,3.5,40.9,730982.0,420739.99999999994,310242.0,0.0,0.0,0.0,0.0,0.0,0.0,172082.65999999997,126888.97799999999
Ranchi,Urban,100,31.8,4.1,79.1,730982.0,420739.99999999994,310242.0,0.0,0.318,0.0,0.040999999999999995,0.0,0.7909999999999999,332805.3399999999,245401.422
Khunti,Rural,100,57.7,3.4,4.0,135719.0,342068.83946488297,172714.75617792422,0.5770000000000001,0.0,0.034,0.0,0.04,0.0,13682.753578595319,6908.590247116969
Khunti,Total,100,56.0,3.4,8.4,135719.0,342068.83946488297,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,28733.78251505017,14508.039518945636
Khunti,Urban,100,38.2,3.0,53.9,135719.0,342068.83946488297,172714.75617792422,0.0,0.38200000000000006,0.0,0.03,0.0,0.539,184375.10447157195,93093.25357990117
Gumla,Rural,100,63.3,2.9,6.4,233074.0,216629.0,16445.0,0.633,0.0,0.028999999999999998,0.0,0.064,0.0,13864.256,1052.48
Gumla,Total,100,61.7,3.0,10.3,233074.0,216629.0,16445.0,0.0,0.0,0.0,0.0,0.0,0.0,22312.787,1693.835
Gumla,Urban,100,38.4,5.0,68.5,233074.0,216629.0,16445.0,0.0,0.384,0.0,0.05,0.0,0.685,148390.86500000002,11264.825
Simdega,Rural,100,59.6,2.9,4.9,155283.0,144169.0,11114.0,0.596,0.0,0.028999999999999998,0.0,0.049,0.0,7064.281,544.586
Simdega,Total,100,58.2,3.0,8.2,155283.0,144169.0,11114.0,0.0,0.0,0.0,0.0,0.0,0.0,11821.857999999998,911.3479999999998
Simdega,Urban,100,40.0,4.0,53.4,155283.0,144169.0,11114.0,0.0,0.4,0.0,0.04,0.0,0.534,76986.246,5934.876
Pashchimi Singhbhum,Rural,100,50.9,4.0,3.7,400324.0,336928.0,63396.0,0.509,0.0,0.04,0.0,0.037000000000000005,0.0,12466.336000000001,2345.6520000000005
Pashchimi Singhbhum,Total,100,49.0,4.1,11.8,400324.0,336928.0,63396.0,0.0,0.0,0.0,0.0,0.0,0.0,39757.504,7480.728
Pashchimi Singhbhum,Urban,100,37.5,4.5,58.9,400324.0,336928.0,63396.0,0.0,0.375,0.0,0.045,0.0,0.589,198450.59199999998,37340.244
Saraikela-Kharsawan,Rural,100,53.5,3.6,6.4,285687.0,217248.0,172714.75617792422,0.535,0.0,0.036000000000000004,0.0,0.064,0.0,13903.872,11053.74439538715
Saraikela-Kharsawan,Total,100,49.5,3.6,20.3,285687.0,217248.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,44101.344000000005,35061.09550411862
Saraikela-Kharsawan,Urban,100,36.6,3.4,64.5,285687.0,217248.0,172714.75617792422,0.0,0.36600000000000005,0.0,0.034,0.0,0.645,140124.96,111401.01773476113
Bargarh,Rural,100,66.9,8.5,12.3,458961.0,411566.0,47395.0,0.669,0.0,0.085,0.0,0.12300000000000001,0.0,50622.618,5829.585000000001
Bargarh,Total,100,65.1,8.1,16.1,458961.0,411566.0,47395.0,0.0,0.0,0.0,0.0,0.0,0.0,66262.126,7630.595
Bargarh,Urban,100,46.7,4.7,54.2,458961.0,411566.0,47395.0,0.0,0.467,0.0,0.047,0.0,0.542,223068.77200000003,25688.09
Jharsuguda,Rural,100,71.5,5.9,9.4,177186.0,103224.0,73962.0,0.715,0.0,0.059000000000000004,0.0,0.094,0.0,9703.056,6952.428
Jharsuguda,Total,100,61.7,5.8,26.1,177186.0,103224.0,73962.0,0.0,0.0,0.0,0.0,0.0,0.0,26941.464,19304.082000000002
Jharsuguda,Urban,100,45.5,5.6,53.6,177186.0,103224.0,73962.0,0.0,0.455,0.0,0.055999999999999994,0.0,0.536,55328.064000000006,39643.632000000005
Sambalpur,Rural,100,69.7,7.8,8.6,315495.0,342068.83946488297,94798.0,0.6970000000000001,0.0,0.078,0.0,0.086,0.0,29417.92019397993,8152.628
Sambalpur,Total,100,61.7,7.0,22.9,315495.0,342068.83946488297,94798.0,0.0,0.0,0.0,0.0,0.0,0.0,78333.76423745819,21708.742
Sambalpur,Urban,100,41.2,5.2,59.5,315495.0,342068.83946488297,94798.0,0.0,0.41200000000000003,0.0,0.052000000000000005,0.0,0.595,203530.95948160536,56404.81
Debagarh,Rural,100,75.0,13.4,5.9,98758.0,91408.0,7350.0,0.75,0.0,0.134,0.0,0.059000000000000004,0.0,5393.072,433.65000000000003
Debagarh,Total,100,74.1,12.9,9.2,98758.0,91408.0,7350.0,0.0,0.0,0.0,0.0,0.0,0.0,8409.536,676.1999999999999
Debagarh,Urban,100,62.3,5.5,51.3,98758.0,91408.0,7350.0,0.0,0.623,0.0,0.055,0.0,0.513,46892.304000000004,3770.55
Sundargarh,Rural,100,75.9,5.8,8.4,618062.0,387911.0,230151.00000000003,0.7590000000000001,0.0,0.057999999999999996,0.0,0.084,0.0,32584.524,19332.684000000005
Sundargarh,Total,100,66.0,5.3,28.0,618062.0,387911.0,230151.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,108615.08000000002,64442.28000000001
Sundargarh,Urban,100,46.9,4.4,65.5,618062.0,387911.0,230151.00000000003,0.0,0.469,0.0,0.044000000000000004,0.0,0.655,254081.70500000002,150748.90500000003
Kendujhar,Rural,100,70.0,8.6,9.3,574298.0,342068.83946488297,83664.0,0.7000000000000001,0.0,0.086,0.0,0.09300000000000001,0.0,31812.402070234122,7780.752000000001
Kendujhar,Total,100,67.0,8.5,15.1,574298.0,342068.83946488297,83664.0,0.0,0.0,0.0,0.0,0.0,0.0,51652.39475919733,12633.264
Kendujhar,Urban,100,48.8,7.7,50.8,574298.0,342068.83946488297,83664.0,0.0,0.488,0.0,0.077,0.0,0.508,173770.97044816054,42501.312
Mayurbhanj,Rural,100,72.5,8.6,15.0,753589.0,689110.0,64479.0,0.725,0.0,0.086,0.0,0.15,0.0,103366.5,9671.85
Mayurbhanj,Total,100,70.4,8.6,18.6,753589.0,689110.0,64479.0,0.0,0.0,0.0,0.0,0.0,0.0,128174.46000000002,11993.094000000001
Mayurbhanj,Urban,100,43.8,8.1,64.0,753589.0,689110.0,64479.0,0.0,0.438,0.0,0.081,0.0,0.64,441030.4,41266.56
Baleshwar,Rural,100,62.1,11.6,22.7,683594.0,601154.0,82440.0,0.621,0.0,0.11599999999999999,0.0,0.227,0.0,136461.95799999998,18713.879999999997
Baleshwar,Total,100,60.0,11.1,27.5,683594.0,601154.0,82440.0,0.0,0.0,0.0,0.0,0.0,0.0,165317.35,22671.000000000004
Baleshwar,Urban,100,42.2,7.2,68.0,683594.0,601154.0,82440.0,0.0,0.42200000000000004,0.0,0.07200000000000001,0.0,0.68,408784.72000000003,56059.200000000004
Bhadrak,Rural,100,64.3,8.9,16.0,428106.0,342068.83946488297,54244.00000000001,0.643,0.0,0.08900000000000001,0.0,0.16,0.0,54731.014314381275,8679.04
Bhadrak,Total,100,63.0,8.8,20.1,428106.0,342068.83946488297,54244.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,68755.83673244149,10903.044000000002
Bhadrak,Urban,100,52.7,7.4,51.8,428106.0,342068.83946488297,54244.00000000001,0.0,0.527,0.0,0.07400000000000001,0.0,0.518,177191.65884280938,28098.392000000003
Kendrapara,Rural,100,57.0,7.5,15.8,438243.0,414749.0,23494.0,0.5700000000000001,0.0,0.075,0.0,0.158,0.0,65530.342000000004,3712.052
Kendrapara,Total,100,56.4,7.5,17.8,438243.0,414749.0,23494.0,0.0,0.0,0.0,0.0,0.0,0.0,73825.32200000001,4181.932000000001
Kendrapara,Urban,100,44.6,8.8,57.8,438243.0,414749.0,23494.0,0.0,0.446,0.0,0.08800000000000001,0.0,0.578,239724.922,13579.532
Jagatsinghapur,Rural,100,57.3,7.1,22.1,352732.0,309685.0,43047.0,0.573,0.0,0.071,0.0,0.22100000000000003,0.0,68440.385,9513.387
Jagatsinghapur,Total,100,57.3,6.7,24.5,352732.0,309685.0,43047.0,0.0,0.0,0.0,0.0,0.0,0.0,75872.825,10546.515
Jagatsinghapur,Urban,100,57.2,3.7,44.8,352732.0,309685.0,43047.0,0.0,0.5720000000000001,0.0,0.037000000000000005,0.0,0.44799999999999995,138738.87999999998,19285.055999999997
Cuttack,Rural,100,55.0,10.1,22.4,790297.0,579529.0,210767.99999999997,0.55,0.0,0.10099999999999999,0.0,0.22399999999999998,0.0,129814.49599999998,47212.03199999999
Cuttack,Total,100,50.4,9.2,36.3,790297.0,579529.0,210767.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,210369.027,76508.78399999999
Cuttack,Urban,100,36.6,6.4,78.0,790297.0,579529.0,210767.99999999997,0.0,0.36600000000000005,0.0,0.064,0.0,0.78,452032.62,164399.03999999998
Jajapur,Rural,100,57.8,14.6,19.9,541139.0,495610.99999999994,45528.0,0.578,0.0,0.146,0.0,0.19899999999999998,0.0,98626.58899999998,9060.071999999998
Jajapur,Total,100,56.7,14.1,22.9,541139.0,495610.99999999994,45528.0,0.0,0.0,0.0,0.0,0.0,0.0,113494.91899999998,10425.911999999998
Jajapur,Urban,100,42.9,7.0,61.2,541139.0,495610.99999999994,45528.0,0.0,0.429,0.0,0.07,0.0,0.612,303313.932,27863.136
Dhenkanal,Rural,100,65.5,11.5,14.2,352369.0,342068.83946488297,36979.0,0.655,0.0,0.115,0.0,0.142,0.0,48573.77520401338,5251.017999999999
Dhenkanal,Total,100,63.4,11.2,18.3,352369.0,342068.83946488297,36979.0,0.0,0.0,0.0,0.0,0.0,0.0,62598.59762207358,6767.157
Dhenkanal,Urban,100,41.8,7.6,59.8,352369.0,342068.83946488297,36979.0,0.0,0.418,0.0,0.076,0.0,0.598,204557.166,22113.442
Anugul,Rural,100,64.4,12.0,16.7,414587.0,340410.0,172714.75617792422,0.644,0.0,0.12,0.0,0.167,0.0,56848.469999999994,28843.364281713344
Anugul,Total,100,60.4,11.1,24.1,414587.0,340410.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,82038.81000000001,41624.256238879745
Anugul,Urban,100,38.8,6.6,64.0,414587.0,340410.0,172714.75617792422,0.0,0.38799999999999996,0.0,0.066,0.0,0.64,217862.4,110537.44395387151
Nayagarh,Rural,100,64.3,12.2,15.9,288334.0,261646.0,26688.0,0.643,0.0,0.122,0.0,0.159,0.0,41601.714,4243.392
Nayagarh,Total,100,63.1,11.8,19.0,288334.0,261646.0,26688.0,0.0,0.0,0.0,0.0,0.0,0.0,49712.74,5070.72
Nayagarh,Urban,100,48.5,7.6,55.8,288334.0,261646.0,26688.0,0.0,0.485,0.0,0.076,0.0,0.5579999999999999,145998.468,14891.903999999999
Khordha,Rural,100,62.4,8.5,18.3,688729.0,331834.0,356895.0,0.624,0.0,0.085,0.0,0.18300000000000002,0.0,60725.621999999996,65311.784999999996
Khordha,Total,100,49.7,6.9,47.1,688729.0,331834.0,356895.0,0.0,0.0,0.0,0.0,0.0,0.0,156293.814,168097.545
Khordha,Urban,100,36.6,5.1,76.6,688729.0,331834.0,356895.0,0.0,0.36600000000000005,0.0,0.051,0.0,0.766,254184.84399999995,273381.56999999995
Puri,Rural,100,64.1,11.2,15.6,474224.0,402014.0,72210.0,0.6409999999999999,0.0,0.11199999999999999,0.0,0.156,0.0,62714.184,11264.76
Puri,Total,100,61.6,10.4,23.8,474224.0,402014.0,72210.0,0.0,0.0,0.0,0.0,0.0,0.0,95679.33200000001,17185.98
Puri,Urban,100,46.4,5.8,73.3,474224.0,402014.0,72210.0,0.0,0.46399999999999997,0.0,0.057999999999999996,0.0,0.733,294676.262,52929.93
Ganjam,Rural,100,61.6,9.5,19.1,1015394.0,795476.0,219917.99999999997,0.616,0.0,0.095,0.0,0.19100000000000003,0.0,151935.916,42004.337999999996
Ganjam,Total,100,57.1,8.6,28.5,1015394.0,795476.0,219917.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,226710.65999999997,62676.62999999998
Ganjam,Urban,100,39.9,5.2,65.3,1015394.0,795476.0,219917.99999999997,0.0,0.399,0.0,0.052000000000000005,0.0,0.653,519445.82800000004,143606.454
Gajapati,Rural,100,67.0,5.9,12.7,175145.0,152095.0,172714.75617792422,0.67,0.0,0.059000000000000004,0.0,0.127,0.0,19316.065,21934.774034596376
Gajapati,Total,100,63.7,5.8,18.1,175145.0,152095.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,27529.195000000003,31261.37086820429
Gajapati,Urban,100,40.7,5.0,56.7,175145.0,152095.0,172714.75617792422,0.0,0.40700000000000003,0.0,0.05,0.0,0.5670000000000001,86237.865,97929.26675288305
Kandhamal,Rural,100,68.8,6.6,6.3,242935.0,218446.0,24489.0,0.688,0.0,0.066,0.0,0.063,0.0,13762.098,1542.807
Kandhamal,Total,100,66.7,6.6,11.1,242935.0,218446.0,24489.0,0.0,0.0,0.0,0.0,0.0,0.0,24247.506,2718.279
Kandhamal,Urban,100,46.5,6.4,56.5,242935.0,218446.0,24489.0,0.0,0.465,0.0,0.064,0.0,0.5650000000000001,123421.98999999999,13836.284999999998
Baudh,Rural,100,75.1,4.7,9.0,137954.0,131377.0,6577.0,0.751,0.0,0.047,0.0,0.09,0.0,11823.93,591.93
Baudh,Total,100,74.3,4.7,10.8,137954.0,131377.0,6577.0,0.0,0.0,0.0,0.0,0.0,0.0,14188.716000000002,710.316
Baudh,Urban,100,56.1,5.4,51.3,137954.0,131377.0,6577.0,0.0,0.561,0.0,0.054000000000000006,0.0,0.513,67396.401,3374.001
Subarnapur,Rural,100,74.0,7.2,7.9,193502.0,176927.0,16575.0,0.74,0.0,0.07200000000000001,0.0,0.079,0.0,13977.233,1309.425
Subarnapur,Total,100,73.0,7.1,10.3,193502.0,176927.0,16575.0,0.0,0.0,0.0,0.0,0.0,0.0,18223.481,1707.2250000000001
Subarnapur,Urban,100,61.4,5.8,39.0,193502.0,176927.0,16575.0,0.0,0.614,0.0,0.057999999999999996,0.0,0.39,69001.53,6464.25
Balangir,Rural,100,68.6,7.0,10.1,538962.0,476770.0,62191.99999999999,0.6859999999999999,0.0,0.07,0.0,0.10099999999999999,0.0,48153.77,6281.391999999999
Balangir,Total,100,66.3,7.0,15.1,538962.0,476770.0,62191.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,71992.27,9390.991999999998
Balangir,Urban,100,46.9,6.8,58.1,538962.0,476770.0,62191.99999999999,0.0,0.469,0.0,0.068,0.0,0.5810000000000001,277003.37,36133.551999999996
Nuapada,Rural,100,72.9,4.8,12.7,209127.0,197258.0,11869.0,0.7290000000000001,0.0,0.048,0.0,0.127,0.0,25051.766,1507.363
Nuapada,Total,100,71.9,4.9,14.5,209127.0,197258.0,11869.0,0.0,0.0,0.0,0.0,0.0,0.0,28602.409999999996,1721.0049999999999
Nuapada,Urban,100,52.7,6.5,48.4,209127.0,197258.0,11869.0,0.0,0.527,0.0,0.065,0.0,0.484,95472.872,5744.596
Kalahandi,Rural,100,70.3,9.4,8.2,494748.0,456335.99999999994,38412.0,0.703,0.0,0.094,0.0,0.08199999999999999,0.0,37419.55199999999,3149.7839999999997
Kalahandi,Total,100,68.8,9.3,11.7,494748.0,456335.99999999994,38412.0,0.0,0.0,0.0,0.0,0.0,0.0,53391.31199999999,4494.204
Kalahandi,Urban,100,47.8,6.9,58.8,494748.0,456335.99999999994,38412.0,0.0,0.478,0.0,0.069,0.0,0.588,268325.56799999997,22586.255999999998
Rayagada,Rural,100,69.7,5.7,6.6,286548.0,237342.99999999997,49205.0,0.6970000000000001,0.0,0.057,0.0,0.066,0.0,15664.637999999999,3247.53
Rayagada,Total,100,64.6,5.5,14.8,286548.0,237342.99999999997,49205.0,0.0,0.0,0.0,0.0,0.0,0.0,35126.764,7282.340000000001
Rayagada,Urban,100,35.8,4.3,60.5,286548.0,237342.99999999997,49205.0,0.0,0.358,0.0,0.043,0.0,0.605,143592.51499999998,29769.024999999998
Nabarangapur,Rural,100,69.3,4.4,5.8,372264.0,342840.0,29424.0,0.693,0.0,0.044000000000000004,0.0,0.057999999999999996,0.0,19884.719999999998,1706.5919999999999
Nabarangapur,Total,100,67.9,4.4,9.3,372264.0,342840.0,29424.0,0.0,0.0,0.0,0.0,0.0,0.0,31884.120000000006,2736.4320000000002
Nabarangapur,Urban,100,51.4,4.9,53.4,372264.0,342840.0,29424.0,0.0,0.514,0.0,0.049,0.0,0.534,183076.56,15712.416000000001
Koraput,Rural,100,65.7,5.3,8.2,460128.0,381789.0,78339.0,0.657,0.0,0.053,0.0,0.08199999999999999,0.0,31306.697999999997,6423.797999999999
Koraput,Total,100,61.4,5.4,17.4,460128.0,381789.0,78339.0,0.0,0.0,0.0,0.0,0.0,0.0,66431.286,13630.985999999999
Koraput,Urban,100,38.9,5.6,64.9,460128.0,381789.0,78339.0,0.0,0.389,0.0,0.055999999999999994,0.0,0.649,247781.06100000002,50842.011
Malkangiri,Rural,100,67.3,7.4,6.0,183723.0,167884.0,15838.999999999998,0.6729999999999999,0.0,0.07400000000000001,0.0,0.06,0.0,10073.039999999999,950.3399999999998
Malkangiri,Total,100,65.6,7.5,9.3,183723.0,167884.0,15838.999999999998,0.0,0.0,0.0,0.0,0.0,0.0,15613.212000000001,1473.027
Malkangiri,Urban,100,45.7,8.4,47.7,183723.0,167884.0,15838.999999999998,0.0,0.457,0.0,0.084,0.0,0.47700000000000004,80080.668,7555.2029999999995
Koriya,Rural,100,50.5,2.2,8.5,181615.0,121852.0,59763.0,0.505,0.0,0.022000000000000002,0.0,0.085,0.0,10357.42,5079.8550000000005
Koriya,Total,100,46.7,1.9,23.4,181615.0,121852.0,59763.0,0.0,0.0,0.0,0.0,0.0,0.0,28513.368,13984.542
Koriya,Urban,100,37.5,1.3,59.3,181615.0,121852.0,59763.0,0.0,0.375,0.0,0.013000000000000001,0.0,0.593,72258.23599999999,35439.458999999995
Surguja,Rural,100,49.0,2.1,21.5,,342068.83946488297,65166.99999999999,0.49,0.0,0.021,0.0,0.215,0.0,73544.80048494984,14010.904999999999
Surguja,Total,100,47.2,2.1,25.1,,342068.83946488297,65166.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,85859.27870568563,16356.916999999998
Surguja,Urban,100,29.4,1.6,61.3,,342068.83946488297,65166.99999999999,0.0,0.294,0.0,0.016,0.0,0.613,209688.19859197325,39947.37099999999
Jashpur,Rural,100,41.9,1.8,11.8,,342068.83946488297,20722.0,0.419,0.0,0.018000000000000002,0.0,0.11800000000000001,0.0,40364.123056856195,2445.1960000000004
Jashpur,Total,100,41.6,1.7,14.2,,342068.83946488297,20722.0,0.0,0.0,0.0,0.0,0.0,0.0,48573.77520401338,2942.524
Jashpur,Urban,100,37.8,1.2,42.2,,342068.83946488297,20722.0,0.0,0.378,0.0,0.012,0.0,0.42200000000000004,144353.05025418062,8744.684000000001
Raigarh,Rural,100,57.4,4.8,13.0,420916.0,342068.83946488297,66638.0,0.574,0.0,0.048,0.0,0.13,0.0,44468.94913043479,8662.94
Raigarh,Rural,100,57.4,4.8,13.0,959028.0,581868.0,377160.0,0.574,0.0,0.048,0.0,0.13,0.0,75642.84,49030.8
Raigarh,Total,100,54.6,4.6,19.3,420916.0,342068.83946488297,66638.0,0.0,0.0,0.0,0.0,0.0,0.0,66019.28601672241,12861.134
Raigarh,Total,100,54.6,4.6,19.3,959028.0,581868.0,377160.0,0.0,0.0,0.0,0.0,0.0,0.0,112300.524,72791.88
Raigarh,Urban,100,37.8,3.0,57.3,420916.0,342068.83946488297,66638.0,0.0,0.378,0.0,0.03,0.0,0.573,196005.44501337793,38183.574
Raigarh,Urban,100,37.8,3.0,57.3,959028.0,581868.0,377160.0,0.0,0.378,0.0,0.03,0.0,0.573,333410.364,216112.68
Korba,Rural,100,54.4,3.2,11.9,332653.0,206598.0,172714.75617792422,0.544,0.0,0.032,0.0,0.11900000000000001,0.0,24585.162,20553.055985172985
Korba,Total,100,45.8,2.6,28.1,332653.0,206598.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,58054.03800000001,48532.84648599671
Korba,Urban,100,29.7,1.6,58.6,332653.0,206598.0,172714.75617792422,0.0,0.297,0.0,0.016,0.0,0.5860000000000001,121066.428,101210.84712026358
Janjgir - Champa,Rural,100,59.0,5.6,11.0,440773.0,379583.0,61190.0,0.59,0.0,0.055999999999999994,0.0,0.11,0.0,41754.13,6730.9
Janjgir - Champa,Total,100,57.1,5.4,15.2,440773.0,379583.0,61190.0,0.0,0.0,0.0,0.0,0.0,0.0,57696.616,9300.88
Janjgir - Champa,Urban,100,43.8,3.8,44.4,440773.0,379583.0,61190.0,0.0,0.438,0.0,0.038,0.0,0.444,168534.852,27168.36
Bilaspur,Rural,100,59.1,5.2,16.6,164445.0,152458.0,11987.0,0.5910000000000001,0.0,0.052000000000000005,0.0,0.166,0.0,25308.028000000002,1989.842
Bilaspur,Rural,100,59.1,5.2,16.6,737806.0,549632.0,188174.0,0.5910000000000001,0.0,0.052000000000000005,0.0,0.166,0.0,91238.91200000001,31236.884000000002
Bilaspur,Total,100,53.8,4.7,27.8,164445.0,152458.0,11987.0,0.0,0.0,0.0,0.0,0.0,0.0,42383.324,3332.3860000000004
Bilaspur,Total,100,53.8,4.7,27.8,737806.0,549632.0,188174.0,0.0,0.0,0.0,0.0,0.0,0.0,152797.69600000003,52312.372
Bilaspur,Urban,100,36.1,3.1,65.7,164445.0,152458.0,11987.0,0.0,0.36100000000000004,0.0,0.031000000000000003,0.0,0.657,100164.906,7875.459000000001
Bilaspur,Urban,100,36.1,3.1,65.7,737806.0,549632.0,188174.0,0.0,0.36100000000000004,0.0,0.031000000000000003,0.0,0.657,361108.224,123630.318
Kabeerdham,Rural,100,60.9,6.2,9.0,211179.0,187311.0,23868.0,0.609,0.0,0.062000000000000006,0.0,0.09,0.0,16857.989999999998,2148.12
Kabeerdham,Total,100,58.4,6.1,13.2,211179.0,187311.0,23868.0,0.0,0.0,0.0,0.0,0.0,0.0,24725.052,3150.576
